"best_available_taxonomy_dim$common_name","date_dim$yyyymmdd","haul_latitude_dim$latitude_in_degrees","haul_longitude_dim$longitude_in_degrees","operation_dim$operation_id","operation_dim$vessel","total_catch_numbers","total_catch_wt_kg"
"","20101011","34.13777778","-120.18388889","201003008163","Excalibur","24","7.6500"
"","20101011","34.13777778","-120.18388889","201003008163","Excalibur","15233","152.3340"
"Oval Sea Biscuit","20101011","34.13777778","-120.18388889","201003008163","Excalibur","19267","414.9780"
"Long-slit Serpent Star","20101011","34.13777778","-120.18388889","201003008163","Excalibur","13395","52.5290"
"Purple Sea Potato","20101011","34.13777778","-120.18388889","201003008163","Excalibur","263","5.2530"
"Sloppy Cucumber","20101011","34.13777778","-120.18388889","201003008163","Excalibur","3677","84.0460"
"filetail cat shark","20101011","34.25444444","-120.49861111","201003008161","Excalibur","30","2.5000"
"slender sole","20101011","34.25444444","-120.49861111","201003008161","Excalibur","29","1.2500"
"Dover sole","20101011","34.25444444","-120.49861111","201003008161","Excalibur","75","18.7500"
"California smoothtongue","20101011","34.25444444","-120.49861111","201003008161","Excalibur","30","0.3000"
"California grenadier","20101011","34.25444444","-120.49861111","201003008161","Excalibur","9","0.5000"
"blacktail snailfish","20101011","34.25444444","-120.49861111","201003008161","Excalibur","5","0.4600"
"Pacific hake","20101011","34.25444444","-120.49861111","201003008161","Excalibur","18","9.4500"
"lanternfish unident.","20101011","34.25444444","-120.49861111","201003008161","Excalibur","3","0.0200"
"deepwater eelpout","20101011","34.25444444","-120.49861111","201003008161","Excalibur","1","0.0200"
"pallid eelpout","20101011","34.25444444","-120.49861111","201003008161","Excalibur","1","0.0200"
"shortspine thornyhead","20101011","34.25444444","-120.49861111","201003008161","Excalibur","7","3.2000"
"longspine thornyhead","20101011","34.25444444","-120.49861111","201003008161","Excalibur","3","0.6500"
"aurora rockfish","20101011","34.25444444","-120.49861111","201003008161","Excalibur","27","9.1500"
"splitnose rockfish","20101011","34.25444444","-120.49861111","201003008161","Excalibur","1","0.2600"
"blackgill rockfish","20101011","34.25444444","-120.49861111","201003008161","Excalibur","5","8.5500"
"Rough Anemone","20101011","34.25444444","-120.49861111","201003008161","Excalibur","325","35.7500"
"Pom Pom Anemone","20101011","34.25444444","-120.49861111","201003008161","Excalibur","302","7.4290"
"Glass Shrimp","20101011","34.25444444","-120.49861111","201003008161","Excalibur","","0.6960"
"Grooved Tanner Crab","20101011","34.25444444","-120.49861111","201003008161","Excalibur","3","0.1000"
"","20101011","34.25444444","-120.49861111","201003008161","Excalibur","16","6.0000"
"boreal clubhook squid","20101011","34.25444444","-120.49861111","201003008161","Excalibur","1","0.0800"
"","20101011","34.25444444","-120.49861111","201003008161","Excalibur","1","0.0200"
"Deep-sea Spiny Star","20101011","34.25444444","-120.49861111","201003008161","Excalibur","5","1.1800"
"","20101011","34.25444444","-120.49861111","201003008161","Excalibur","754","18.1070"
"Pineapple Benthic Siphonophore","20101011","34.25444444","-120.49861111","201003008161","Excalibur","302","9.2860"
"Crescent sea cucumbers","20101011","34.25444444","-120.49861111","201003008161","Excalibur","1","0.0200"
"Sloppy Cucumber","20101011","34.25444444","-120.49861111","201003008161","Excalibur","302","5.1070"
"brown cat shark","20101012","33.52638889","-119.89444444","201003008166","Excalibur","1","0.0200"
"filetail cat shark","20101012","33.52638889","-119.89444444","201003008166","Excalibur","24","14.2500"
"longnose skate","20101012","33.52638889","-119.89444444","201003008166","Excalibur","1","7.3000"
"Dover sole","20101012","33.52638889","-119.89444444","201003008166","Excalibur","15","10.2500"
"sablefish","20101012","33.52638889","-119.89444444","201003008166","Excalibur","2","2.0500"
"Pacific hake","20101012","33.52638889","-119.89444444","201003008166","Excalibur","44","29.6000"
"lanternfish unident.","20101012","33.52638889","-119.89444444","201003008166","Excalibur","2","0.0200"
"king-of-the-salmon","20101012","33.52638889","-119.89444444","201003008166","Excalibur","1","0.0800"
"shortspine thornyhead","20101012","33.52638889","-119.89444444","201003008166","Excalibur","55","56.1000"
"longspine thornyhead","20101012","33.52638889","-119.89444444","201003008166","Excalibur","21","2.1000"
"rockfish unident.","20101012","33.52638889","-119.89444444","201003008166","Excalibur","2","0.0200"
"aurora rockfish","20101012","33.52638889","-119.89444444","201003008166","Excalibur","28","2.4000"
"splitnose rockfish","20101012","33.52638889","-119.89444444","201003008166","Excalibur","11","2.9500"
"rosethorn rockfish","20101012","33.52638889","-119.89444444","201003008166","Excalibur","27","6.2500"
"blackgill rockfish","20101012","33.52638889","-119.89444444","201003008166","Excalibur","245","57.9500"
"Hormathiid Anemones unident.","20101012","33.52638889","-119.89444444","201003008166","Excalibur","4","0.5000"
"Thorny Star","20101012","33.52638889","-119.89444444","201003008166","Excalibur","19","1.1000"
"Spiny Star","20101012","33.52638889","-119.89444444","201003008166","Excalibur","1","0.2400"
"","20101012","33.52638889","-119.89444444","201003008166","Excalibur","2","0.0800"
"Basket Star","20101012","33.52638889","-119.89444444","201003008166","Excalibur","1","0.1200"
"","20101012","33.52638889","-119.89444444","201003008166","Excalibur","","5.1500"
"","20101012","33.52638889","-119.89444444","201003008166","Excalibur","327","642.6000"
"brittlestars unident.","20101012","33.52638889","-119.89444444","201003008166","Excalibur","","0.8000"
"swell shark","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.6500"
"Pacific angel shark","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","13.7000"
"California skate","20101012","33.95305556","-119.63694444","201003008164","Excalibur","2","0.7500"
"starry skate","20101012","33.95305556","-119.63694444","201003008164","Excalibur","6","4.2500"
"spotted ratfish","20101012","33.95305556","-119.63694444","201003008164","Excalibur","37","22.8000"
"Pacific sanddab","20101012","33.95305556","-119.63694444","201003008164","Excalibur","235","23.4500"
"bigmouth sole","20101012","33.95305556","-119.63694444","201003008164","Excalibur","28","4.8200"
"slender sole","20101012","33.95305556","-119.63694444","201003008164","Excalibur","2","0.0300"
"petrale sole","20101012","33.95305556","-119.63694444","201003008164","Excalibur","2","0.7500"
"English sole","20101012","33.95305556","-119.63694444","201003008164","Excalibur","62","11.1000"
"Dover sole","20101012","33.95305556","-119.63694444","201003008164","Excalibur","5","0.9300"
"curlfin sole","20101012","33.95305556","-119.63694444","201003008164","Excalibur","2","0.1600"
"hornyhead turbot","20101012","33.95305556","-119.63694444","201003008164","Excalibur","9","1.6500"
"plainfin midshipman","20101012","33.95305556","-119.63694444","201003008164","Excalibur","20","0.7840"
"spotted cusk-eel","20101012","33.95305556","-119.63694444","201003008164","Excalibur","3","0.1500"
"pink sea perch","20101012","33.95305556","-119.63694444","201003008164","Excalibur","59","1.9610"
"lingcod","20101012","33.95305556","-119.63694444","201003008164","Excalibur","23","1.8500"
"longspine combfish","20101012","33.95305556","-119.63694444","201003008164","Excalibur","59","1.1770"
"chilipepper","20101012","33.95305556","-119.63694444","201003008164","Excalibur","88","5.1000"
"squarespot rockfish","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.0400"
"shortbelly rockfish","20101012","33.95305556","-119.63694444","201003008164","Excalibur","298","3.5000"
"cowcod","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.0400"
"bocaccio","20101012","33.95305556","-119.63694444","201003008164","Excalibur","20","1.0200"
"halfbanded rockfish","20101012","33.95305556","-119.63694444","201003008164","Excalibur","2257","34.2000"
"jellyfish unident.","20101012","33.95305556","-119.63694444","201003008164","Excalibur","","0.3920"
"sea pen unident.","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.0200"
"Sea Mouse unident.","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.1400"
"Red Rock Crab","20101012","33.95305556","-119.63694444","201003008164","Excalibur","4","1.6000"
"Shame Faced Crab","20101012","33.95305556","-119.63694444","201003008164","Excalibur","5","0.6600"
"Brown Box Crab","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","1.1500"
"rosy tritonia","20101012","33.95305556","-119.63694444","201003008164","Excalibur","20","0.3920"
"California Sea Slug","20101012","33.95305556","-119.63694444","201003008164","Excalibur","20","0.3920"
"California Market Squid","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1765","74.1340"
"Sunflower Star","20101012","33.95305556","-119.63694444","201003008164","Excalibur","","0.7840"
"Spiny Star","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.2400"
"equal armed star","20101012","33.95305556","-119.63694444","201003008164","Excalibur","5","0.1600"
"flat mud star","20101012","33.95305556","-119.63694444","201003008164","Excalibur","20","1.3730"
"California Sand Star","20101012","33.95305556","-119.63694444","201003008164","Excalibur","20","0.3920"
"","20101012","33.95305556","-119.63694444","201003008164","Excalibur","176","0.3920"
"","20101012","33.95305556","-119.63694444","201003008164","Excalibur","78","1.1770"
"Oval Sea Biscuit","20101012","33.95305556","-119.63694444","201003008164","Excalibur","118","2.3530"
"","20101012","33.95305556","-119.63694444","201003008164","Excalibur","98","0.3920"
"California Cucumber","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.4600"
"unsorted shab","20101012","33.95305556","-119.63694444","201003008164","Excalibur","","1.3730"
"Ocean Won Ton","20101012","33.95305556","-119.63694444","201003008164","Excalibur","118","1.9610"
"Nudibranch unident.","20101012","33.95305556","-119.63694444","201003008164","Excalibur","1","0.1400"
"hagfish unident.","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.2000"
"longnose cat shark","20101012","33.35611111","-120.15222222","201003008167","Excalibur","2","1.1000"
"California slickhead","20101012","33.35611111","-120.15222222","201003008167","Excalibur","31","20.3500"
"deepsea smelt unident.","20101012","33.35611111","-120.15222222","201003008167","Excalibur","6","0.4800"
"Pacific grenadier","20101012","33.35611111","-120.15222222","201003008167","Excalibur","5","4.9000"
"giant grenadier","20101012","33.35611111","-120.15222222","201003008167","Excalibur","5","4.6500"
"","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.0100"
"","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.0300"
"black eelpout","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.0600"
"shortspine thornyhead","20101012","33.35611111","-120.15222222","201003008167","Excalibur","5","5.6000"
"longspine thornyhead","20101012","33.35611111","-120.15222222","201003008167","Excalibur","183","13.7500"
"Wheel Jellies","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.0400"
"sea pen unident.","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.0100"
"Rough Anemone","20101012","33.35611111","-120.15222222","201003008167","Excalibur","5","1.4000"
"Pom Pom Anemone","20101012","33.35611111","-120.15222222","201003008167","Excalibur","31","2.4950"
"Smooth shrimp","20101012","33.35611111","-120.15222222","201003008167","Excalibur","31","0.3120"
"Grooved Tanner Crab","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.5500"
"Scarlet King Crab","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.5200"
"Deep-sea Lobster","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.0200"
"Sea Spiders","20101012","33.35611111","-120.15222222","201003008167","Excalibur","31","0.3120"
"rosy tritonia","20101012","33.35611111","-120.15222222","201003008167","Excalibur","6","1.7000"
"","20101012","33.35611111","-120.15222222","201003008167","Excalibur","62","1.2470"
"Green Top Snail","20101012","33.35611111","-120.15222222","201003008167","Excalibur","31","0.9360"
"Deep-sea Sunstar","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.1800"
"Grooved Sun Star","20101012","33.35611111","-120.15222222","201003008167","Excalibur","3","0.3500"
"Pink Sun Star","20101012","33.35611111","-120.15222222","201003008167","Excalibur","4","1.1200"
"pincushion sea star","20101012","33.35611111","-120.15222222","201003008167","Excalibur","3","1.4400"
"Carpet Star","20101012","33.35611111","-120.15222222","201003008167","Excalibur","13","4.8500"
"Deep-sea Fragile Star","20101012","33.35611111","-120.15222222","201003008167","Excalibur","94","2.1830"
"Snakehead Star","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.1400"
"Southern Armored Brittle Stars","20101012","33.35611111","-120.15222222","201003008167","Excalibur","31","0.3120"
"Giant Armored Brittle Star","20101012","33.35611111","-120.15222222","201003008167","Excalibur","31","0.3120"
"Sea Pigs","20101012","33.35611111","-120.15222222","201003008167","Excalibur","4708","97.2920"
"Whiptail Gulpers","20101012","33.35611111","-120.15222222","201003008167","Excalibur","1","0.1400"
"branched sea pen","20101012","33.35611111","-120.15222222","201003008167","Excalibur","4","0.0200"
"starry skate","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.2400"
"spotted ratfish","20101012","33.65000000","-119.88472222","201003008165","Excalibur","4","1.3000"
"Pacific sanddab","20101012","33.65000000","-119.88472222","201003008165","Excalibur","53","6.6500"
"English sole","20101012","33.65000000","-119.88472222","201003008165","Excalibur","2","0.9000"
"Dover sole","20101012","33.65000000","-119.88472222","201003008165","Excalibur","3","0.6500"
"southern rock sole","20101012","33.65000000","-119.88472222","201003008165","Excalibur","7","6.8000"
"curlfin sole","20101012","33.65000000","-119.88472222","201003008165","Excalibur","3","0.7500"
"spotted cusk-eel","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.0500"
"lingcod","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.1000"
"shortspine combfish","20101012","33.65000000","-119.88472222","201003008165","Excalibur","38","1.8500"
"chilipepper","20101012","33.65000000","-119.88472222","201003008165","Excalibur","2","0.1400"
"shortbelly rockfish","20101012","33.65000000","-119.88472222","201003008165","Excalibur","4","0.1000"
"stripetail rockfish","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.0500"
"halfbanded rockfish","20101012","33.65000000","-119.88472222","201003008165","Excalibur","3","0.0200"
"Brown Box Crab","20101012","33.65000000","-119.88472222","201003008165","Excalibur","23","12.0000"
"California King Crab","20101012","33.65000000","-119.88472222","201003008165","Excalibur","15","5.9500"
"California Market Squid","20101012","33.65000000","-119.88472222","201003008165","Excalibur","3836","98.2000"
"","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.0300"
"Spiny Star","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.1100"
"equal armed star","20101012","33.65000000","-119.88472222","201003008165","Excalibur","14","0.3600"
"flat mud star","20101012","33.65000000","-119.88472222","201003008165","Excalibur","26","1.0560"
"California Sand Star","20101012","33.65000000","-119.88472222","201003008165","Excalibur","53","1.0560"
"","20101012","33.65000000","-119.88472222","201003008165","Excalibur","158","26.9260"
"","20101012","33.65000000","-119.88472222","201003008165","Excalibur","53","0.7920"
"Basket Star","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.1600"
"False rainbow star","20101012","33.65000000","-119.88472222","201003008165","Excalibur","1","0.0400"
"longnose cat shark","20101013","32.75000000","-120.09083333","201003008172","Excalibur","2","1.4500"
"Dover sole","20101013","32.75000000","-120.09083333","201003008172","Excalibur","16","13.1000"
"rex sole","20101013","32.75000000","-120.09083333","201003008172","Excalibur","1","0.2200"
"sablefish","20101013","32.75000000","-120.09083333","201003008172","Excalibur","2","3.1500"
"California grenadier","20101013","32.75000000","-120.09083333","201003008172","Excalibur","9","0.8000"
"","20101013","32.75000000","-120.09083333","201003008172","Excalibur","1","0.0200"
"blackbelly dragonfish","20101013","32.75000000","-120.09083333","201003008172","Excalibur","1","0.0200"
"blacktail snailfish","20101013","32.75000000","-120.09083333","201003008172","Excalibur","2","0.2800"
"longfin dragonfish","20101013","32.75000000","-120.09083333","201003008172","Excalibur","1","0.0200"
"lanternfish unident.","20101013","32.75000000","-120.09083333","201003008172","Excalibur","1","0.0100"
"shortspine thornyhead","20101013","32.75000000","-120.09083333","201003008172","Excalibur","14","9.3600"
"longspine thornyhead","20101013","32.75000000","-120.09083333","201003008172","Excalibur","64","7.7900"
"aurora rockfish","20101013","32.75000000","-120.09083333","201003008172","Excalibur","8","3.3500"
"blackgill rockfish","20101013","32.75000000","-120.09083333","201003008172","Excalibur","14","17.8000"
"Rough Anemone","20101013","32.75000000","-120.09083333","201003008172","Excalibur","3","1.4400"
"Pom Pom Anemone","20101013","32.75000000","-120.09083333","201003008172","Excalibur","24","1.6600"
"Hormathiid Anemones unident.","20101013","32.75000000","-120.09083333","201003008172","Excalibur","3","0.0200"
"Giant Red Mysid","20101013","32.75000000","-120.09083333","201003008172","Excalibur","14","0.0200"
"Grooved Tanner Crab","20101013","32.75000000","-120.09083333","201003008172","Excalibur","14","5.7000"
"Pink Star","20101013","32.75000000","-120.09083333","201003008172","Excalibur","1","0.0200"
"Deep-sea Spiny Star","20101013","32.75000000","-120.09083333","201003008172","Excalibur","6","0.3600"
"Jordans Slime Star","20101013","32.75000000","-120.09083333","201003008172","Excalibur","3","0.2000"
"Slender Star","20101013","32.75000000","-120.09083333","201003008172","Excalibur","15","0.1600"
"","20101013","32.75000000","-120.09083333","201003008172","Excalibur","2","0.0100"
"Red Brittle Star","20101013","32.75000000","-120.09083333","201003008172","Excalibur","3","0.0100"
"Pineapple Benthic Siphonophore","20101013","32.75000000","-120.09083333","201003008172","Excalibur","11","0.1800"
"sponge unident.","20101013","32.75000000","-120.09083333","201003008172","Excalibur","","0.2600"
"Mushroom Coral","20101013","32.75000000","-120.09083333","201003008172","Excalibur","3","0.0200"
"Dover sole","20101013","33.15416667","-120.34861111","201003008168","Excalibur","7","9.1000"
"sablefish","20101013","33.15416667","-120.34861111","201003008168","Excalibur","3","8.5000"
"rubynose brotula","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.0200"
"California grenadier","20101013","33.15416667","-120.34861111","201003008168","Excalibur","7","1.3500"
"dusky sculpin","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.0100"
"Pacific hake","20101013","33.15416667","-120.34861111","201003008168","Excalibur","2","0.9500"
"lanternfish unident.","20101013","33.15416667","-120.34861111","201003008168","Excalibur","6","0.0550"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.0600"
"shortspine thornyhead","20101013","33.15416667","-120.34861111","201003008168","Excalibur","7","13.0500"
"longspine thornyhead","20101013","33.15416667","-120.34861111","201003008168","Excalibur","383","17.8500"
"aurora rockfish","20101013","33.15416667","-120.34861111","201003008168","Excalibur","30","17.0000"
"blackgill rockfish","20101013","33.15416667","-120.34861111","201003008168","Excalibur","10","14.6000"
"sea pen unident.","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.0100"
"sea anemone unident.","20101013","33.15416667","-120.34861111","201003008168","Excalibur","16","0.2180"
"Rough Anemone","20101013","33.15416667","-120.34861111","201003008168","Excalibur","11","0.1090"
"Long Horned Decorator Crab","20101013","33.15416667","-120.34861111","201003008168","Excalibur","7","0.0900"
"Grooved Tanner Crab","20101013","33.15416667","-120.34861111","201003008168","Excalibur","2","1.3000"
"Hair Crab","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.3000"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","11","0.1090"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.0200"
"Deep-sea Sunstar","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.1000"
"Grooved Sun Star","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.1600"
"Pink Sun Star","20101013","33.15416667","-120.34861111","201003008168","Excalibur","2","0.2400"
"Pink Crested Star","20101013","33.15416667","-120.34861111","201003008168","Excalibur","11","0.1090"
"Jordans Slime Star","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.1200"
"Carpet Star","20101013","33.15416667","-120.34861111","201003008168","Excalibur","11","2.7000"
"Deep-sea Fragile Star","20101013","33.15416667","-120.34861111","201003008168","Excalibur","22","0.4360"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","","0.0550"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","46","1.2540"
"Oval Sea Biscuit","20101013","33.15416667","-120.34861111","201003008168","Excalibur","16","0.1090"
"Southern Armored Brittle Stars","20101013","33.15416667","-120.34861111","201003008168","Excalibur","16","0.1090"
"Pineapple Benthic Siphonophore","20101013","33.15416667","-120.34861111","201003008168","Excalibur","16","0.1090"
"White-scaled Cucumber","20101013","33.15416667","-120.34861111","201003008168","Excalibur","5","0.1640"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","","0.2180"
"salps unident.","20101013","33.15416667","-120.34861111","201003008168","Excalibur","6","0.0550"
"unsorted shab","20101013","33.15416667","-120.34861111","201003008168","Excalibur","","0.3270"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","1","0.0200"
"","20101013","33.15416667","-120.34861111","201003008168","Excalibur","21","6.1000"
"longnose cat shark","20101013","32.99472222","-120.01333333","201003008169","Excalibur","2","1.7500"
"roughtail skate","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","2.1500"
"Dover sole","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","3.8500"
"deepsea sole","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","2.1500"
"California slickhead","20101013","32.99472222","-120.01333333","201003008169","Excalibur","53","32.4500"
"sablefish","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","6.4500"
"deepsea smelt unident.","20101013","32.99472222","-120.01333333","201003008169","Excalibur","4","0.2400"
"Pacific grenadier","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","0.7000"
"giant grenadier","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","5.8000"
"Pacific flatnose","20101013","32.99472222","-120.01333333","201003008169","Excalibur","2","0.7500"
"","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.0100"
"blacktail snailfish","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.1000"
"","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","0.1000"
"twoline eelpout","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.0400"
"shortspine thornyhead","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","3.9000"
"longspine thornyhead","20101013","32.99472222","-120.01333333","201003008169","Excalibur","235","18.8000"
"Fleshy Sea Pen","20101013","32.99472222","-120.01333333","201003008169","Excalibur","10","0.8800"
"Pom Pom Anemone","20101013","32.99472222","-120.01333333","201003008169","Excalibur","4","0.1400"
"Hormathiid Anemones unident.","20101013","32.99472222","-120.01333333","201003008169","Excalibur","7","0.7200"
"","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.0100"
"Smooth shrimp","20101013","32.99472222","-120.01333333","201003008169","Excalibur","82","0.8210"
"Long Horned Decorator Crab","20101013","32.99472222","-120.01333333","201003008169","Excalibur","82","1.6410"
"Grooved Tanner Crab","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.7000"
"Scarlet King Crab","20101013","32.99472222","-120.01333333","201003008169","Excalibur","2","0.6200"
"Hair Crab","20101013","32.99472222","-120.01333333","201003008169","Excalibur","4","0.6800"
"Deep-sea Lobster","20101013","32.99472222","-120.01333333","201003008169","Excalibur","2","0.0400"
"","20101013","32.99472222","-120.01333333","201003008169","Excalibur","82","1.6410"
"Green Top Snail","20101013","32.99472222","-120.01333333","201003008169","Excalibur","82","1.6410"
"Flapjack Devilfish","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.1800"
"Serpent-arm Henricia","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.0600"
"Deep-sea Spiny Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","10","1.6600"
"Grainy Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","2","0.2000"
"Deep-sea Sunstar","20101013","32.99472222","-120.01333333","201003008169","Excalibur","13","1.9000"
"Grooved Sun Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","0.5200"
"Pink Sun Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.2600"
"Wrinkled Slime Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","2","0.0800"
"pincushion sea star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","4","1.1500"
"Carpet Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","10","2.9500"
"Broad Sand Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","9","2.6000"
"Deep-sea Fragile Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","164","3.2820"
"Long-slit Serpent Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.0100"
"Sea Pigs","20101013","32.99472222","-120.01333333","201003008169","Excalibur","10599","152.6210"
"","20101013","32.99472222","-120.01333333","201003008169","Excalibur","","1.6410"
"Fiber Optic Sponges","20101013","32.99472222","-120.01333333","201003008169","Excalibur","3","2.1000"
"tunicate unident.","20101013","32.99472222","-120.01333333","201003008169","Excalibur","2","0.1200"
"Sea tongue","20101013","32.99472222","-120.01333333","201003008169","Excalibur","1","0.0600"
"unsorted shab","20101013","32.99472222","-120.01333333","201003008169","Excalibur","","0.8210"
"Murray`s Sea Pen","20101013","32.99472222","-120.01333333","201003008169","Excalibur","5","0.1000"
"Orange Actinistolids","20101013","32.99472222","-120.01333333","201003008169","Excalibur","82","0.8210"
"Rosy Brittle Star","20101013","32.99472222","-120.01333333","201003008169","Excalibur","328","0.8210"
"Dover sole","20101013","32.76583333","-120.11555556","201003008171","Excalibur","3","1.7500"
"longspine thornyhead","20101013","32.76583333","-120.11555556","201003008171","Excalibur","3","0.2000"
"invertebrate unident.","20101013","32.76583333","-120.11555556","201003008171","Excalibur","","7.6000"
"brown cat shark","20101013","32.85083333","-120.06861111","201003008170","Excalibur","10","0.7500"
"roughtail skate","20101013","32.85083333","-120.06861111","201003008170","Excalibur","","1.2500"
"Dover sole","20101013","32.85083333","-120.06861111","201003008170","Excalibur","10","12.6000"
"California slickhead","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0400"
"sablefish","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","1.7000"
"California smoothtongue","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0200"
"smooth grenadier","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0400"
"","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0200"
"longfin dragonfish","20101013","32.85083333","-120.06861111","201003008170","Excalibur","5","0.0600"
"blackchin","20101013","32.85083333","-120.06861111","201003008170","Excalibur","3","0.2200"
"lanternfish unident.","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0100"
"","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0600"
"slender snipe eel","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0200"
"midwater eelpout","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0100"
"shortspine thornyhead","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","1.6000"
"longspine thornyhead","20101013","32.85083333","-120.06861111","201003008170","Excalibur","18","1.5000"
"sea anemone unident.","20101013","32.85083333","-120.06861111","201003008170","Excalibur","5","0.1100"
"Reticulated Anemone","20101013","32.85083333","-120.06861111","201003008170","Excalibur","4","0.1400"
"Pom Pom Anemone","20101013","32.85083333","-120.06861111","201003008170","Excalibur","9","0.6200"
"Hormathiid Anemones unident.","20101013","32.85083333","-120.06861111","201003008170","Excalibur","5","0.1200"
"tube worm unident.","20101013","32.85083333","-120.06861111","201003008170","Excalibur","","0.1600"
"Scarlet King Crab","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.4000"
"rosy tritonia","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.1000"
"","20101013","32.85083333","-120.06861111","201003008170","Excalibur","24","0.1400"
"Vampire Squid","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.1400"
"","20101013","32.85083333","-120.06861111","201003008170","Excalibur","1","0.0600"
"Deep-sea Spiny Star","20101013","32.85083333","-120.06861111","201003008170","Excalibur","5","0.3600"
